timestamp,par,direcao,preco_entrada,score_tecnico,score_ia
2025-04-09 10:15:51,DOGE/USDT,buy,,10,
2025-04-09 10:15:51,TRX/USDT,sell,,30,
2025-04-09 10:16:52,XRP/USDT,buy,,10,
2025-04-09 10:16:52,DOGE/USDT,buy,,10,
2025-04-09 10:17:54,TRX/USDT,sell,,30,
2025-04-09 10:18:55,XRP/USDT,buy,,10,
2025-04-09 10:18:55,DOGE/USDT,buy,,10,
2025-04-09 10:20:57,XRP/USDT,buy,,30,
2025-04-09 10:20:58,DOGE/USDT,buy,,30,
2025-04-09 10:21:41,DOGE/USDT,buy,,30,
2025-04-09 10:22:42,DOGE/USDT,buy,,10,
2025-04-09 10:22:43,TRX/USDT,sell,,10,
2025-04-09 10:23:44,XRP/USDT,buy,,10,
2025-04-09 10:23:44,DOGE/USDT,buy,,40,
2025-04-09 10:23:45,TRX/USDT,sell,,30,
2025-04-09 10:24:45,XRP/USDT,buy,,10,
2025-04-09 10:24:46,DOGE/USDT,buy,,10,
2025-04-09 10:25:47,XRP/USDT,buy,,10,
2025-04-09 10:25:47,DOGE/USDT,buy,,30,
2025-04-09 10:26:49,XRP/USDT,buy,,20,
2025-04-09 10:26:49,DOGE/USDT,buy,,30,
2025-04-09 10:26:50,TRX/USDT,buy,,10,
2025-04-09 10:27:51,XRP/USDT,buy,,10,
2025-04-09 10:27:51,DOGE/USDT,buy,,10,
2025-04-09 10:28:52,XRP/USDT,buy,,20,
2025-04-09 10:28:53,DOGE/USDT,buy,,30,
2025-04-09 10:29:54,XRP/USDT,buy,,10,
2025-04-09 10:29:54,DOGE/USDT,buy,,10,
2025-04-09 10:31:01,XRP/USDT,buy,,10,
2025-04-09 10:31:01,TRX/USDT,sell,,20,
2025-04-09 10:32:02,XRP/USDT,sell,,20,
2025-04-09 10:32:03,DOGE/USDT,sell,,20,
2025-04-09 10:32:04,TRX/USDT,sell,,40,
2025-04-09 10:33:04,XRP/USDT,sell,,40,
2025-04-09 10:33:05,DOGE/USDT,sell,,40,
2025-04-09 10:33:05,TRX/USDT,sell,,40,
2025-04-09 10:34:06,XRP/USDT,sell,,40,
2025-04-09 10:34:06,DOGE/USDT,sell,,30,
2025-04-09 10:34:07,TRX/USDT,sell,,40,
2025-04-09 10:35:08,TRX/USDT,sell,,30,
2025-04-09 10:36:09,XRP/USDT,sell,,30,
2025-04-09 10:36:10,TRX/USDT,sell,,30,
2025-04-09 10:37:11,TRX/USDT,sell,,30,
2025-04-09 10:38:08,TRX/USDT,sell,,20,
2025-04-09 10:39:09,XRP/USDT,sell,,30,
2025-04-09 10:39:10,TRX/USDT,sell,,30,
2025-04-09 10:40:11,XRP/USDT,sell,,30,
2025-04-09 10:40:11,DOGE/USDT,sell,,30,
2025-04-09 10:40:12,TRX/USDT,sell,,30,
2025-04-09 10:41:12,XRP/USDT,sell,,30,
2025-04-09 10:41:13,DOGE/USDT,sell,,30,
2025-04-09 10:41:14,TRX/USDT,sell,,30,
2025-04-09 10:42:14,XRP/USDT,sell,,20,
2025-04-09 10:42:15,DOGE/USDT,sell,,30,
2025-04-09 10:42:16,TRX/USDT,sell,,30,
2025-04-09 10:43:16,XRP/USDT,sell,,20,
2025-04-09 10:43:17,DOGE/USDT,sell,,30,
2025-04-09 10:43:17,TRX/USDT,sell,,30,
2025-04-09 10:44:21,XRP/USDT,sell,,20,
2025-04-09 10:44:22,TRX/USDT,sell,,20,
2025-04-09 10:45:24,TRX/USDT,sell,,20,
2025-04-09 10:47:25,XRP/USDT,buy,,10,
2025-04-09 10:47:26,DOGE/USDT,buy,,10,
2025-04-09 10:48:27,XRP/USDT,buy,,10,
2025-04-09 10:48:27,DOGE/USDT,buy,,10,
2025-04-09 10:49:28,XRP/USDT,buy,,10,
2025-04-09 10:49:29,DOGE/USDT,buy,,10,
2025-04-09 10:51:25,XRP/USDT,sell,,20,
2025-04-09 10:51:26,TRX/USDT,sell,,30,
2025-04-09 10:52:27,TRX/USDT,sell,,30,
2025-04-09 10:53:05,XRP/USDT,buy,,10,
2025-04-09 10:53:05,DOGE/USDT,buy,,10,
2025-04-09 10:53:06,TRX/USDT,sell,,30,
2025-04-09 10:54:07,TRX/USDT,sell,,30,
2025-04-09 10:55:08,XRP/USDT,buy,,30,
2025-04-09 10:55:08,DOGE/USDT,buy,,30,
2025-04-09 10:55:09,TRX/USDT,sell,,10,
2025-04-09 10:56:10,XRP/USDT,sell,,10,
2025-04-09 10:56:11,TRX/USDT,sell,,10,
2025-04-09 10:57:11,XRP/USDT,sell,,10,
2025-04-09 10:57:12,TRX/USDT,sell,,30,
2025-04-09 10:58:13,DOGE/USDT,buy,,10,
2025-04-09 10:58:14,TRX/USDT,sell,,30,
2025-04-09 10:59:15,DOGE/USDT,buy,,10,
2025-04-09 10:59:15,TRX/USDT,sell,,30,
2025-04-09 11:00:36,DOGE/USDT,buy,,10,
2025-04-09 11:00:36,TRX/USDT,sell,,30,
2025-04-09 11:01:37,XRP/USDT,sell,,40,
2025-04-09 11:01:38,TRX/USDT,sell,,40,
2025-04-09 11:02:38,XRP/USDT,sell,,30,
2025-04-09 11:02:39,TRX/USDT,sell,,40,
2025-04-09 11:03:40,XRP/USDT,sell,,10,
2025-04-09 11:03:41,DOGE/USDT,sell,,10,
2025-04-09 11:03:41,TRX/USDT,sell,,40,
2025-04-09 11:04:42,TRX/USDT,sell,,40,
2025-04-09 11:05:43,XRP/USDT,buy,,10,
2025-04-09 11:05:44,DOGE/USDT,buy,,10,
2025-04-09 11:05:44,TRX/USDT,sell,,30,
2025-04-09 11:06:45,XRP/USDT,buy,,10,
2025-04-09 11:06:45,DOGE/USDT,buy,,20,
2025-04-09 11:06:46,TRX/USDT,sell,,30,
2025-04-09 11:07:47,XRP/USDT,buy,,20,
2025-04-09 11:07:47,DOGE/USDT,buy,,40,
2025-04-09 11:07:48,TRX/USDT,sell,,20,
2025-04-09 11:08:49,XRP/USDT,buy,,10,
2025-04-09 11:08:49,DOGE/USDT,buy,,10,
2025-04-09 11:08:50,TRX/USDT,sell,,30,
2025-04-09 11:09:19,DOGE/USDT,buy,,10,
2025-04-09 11:09:19,TRX/USDT,sell,,30,
2025-04-09 11:10:20,XRP/USDT,buy,,10,
2025-04-09 11:10:21,DOGE/USDT,buy,,10,
2025-04-09 11:10:21,TRX/USDT,sell,,30,
2025-04-09 11:11:22,DOGE/USDT,buy,,10,
2025-04-09 11:11:23,TRX/USDT,sell,,30,
2025-04-09 11:12:24,DOGE/USDT,buy,,10,
2025-04-09 11:12:24,TRX/USDT,sell,,30,
2025-04-09 11:13:09,DOGE/USDT,buy,,10,
2025-04-09 11:13:10,TRX/USDT,sell,,30,
2025-04-09 11:14:11,XRP/USDT,buy,,10,
2025-04-09 11:14:11,DOGE/USDT,buy,,10,
2025-04-09 11:15:12,XRP/USDT,buy,,30,
2025-04-09 11:15:13,DOGE/USDT,buy,,30,
2025-04-09 11:15:14,TRX/USDT,buy,,10,
2025-04-09 11:16:15,DOGE/USDT,buy,,30,
2025-04-09 11:16:15,TRX/USDT,buy,,10,
2025-04-09 11:21:52,XRP/USDT,sell,,10,
2025-04-09 11:21:53,DOGE/USDT,sell,,10,
2025-04-09 11:23:55,XRP/USDT,sell,,10,
2025-04-09 11:23:56,DOGE/USDT,sell,,30,
2025-04-09 11:23:56,TRX/USDT,sell,,10,
2025-04-09 11:24:57,XRP/USDT,sell,,10,
2025-04-09 11:24:58,DOGE/USDT,sell,,10,
2025-04-09 11:24:59,TRX/USDT,sell,,20,
2025-04-09 11:25:59,XRP/USDT,sell,,10,
2025-04-09 11:26:00,DOGE/USDT,sell,,10,
2025-04-09 11:26:00,TRX/USDT,sell,,20,
2025-04-09 11:27:01,XRP/USDT,sell,,10,
2025-04-09 11:27:02,TRX/USDT,sell,,30,
2025-04-09 11:28:03,TRX/USDT,sell,,30,
2025-04-09 11:29:02,TRX/USDT,sell,,30,
2025-04-09 11:30:03,TRX/USDT,sell,,30,
2025-04-09 11:31:04,TRX/USDT,sell,,30,
2025-04-09 11:32:05,XRP/USDT,sell,,10,
2025-04-09 11:32:06,TRX/USDT,sell,,30,
2025-04-09 11:37:40,TRX/USDT,buy,,10,
2025-04-09 11:38:41,TRX/USDT,buy,,10,
2025-04-09 11:39:42,XRP/USDT,buy,,10,
2025-04-09 11:39:42,DOGE/USDT,buy,,10,
2025-04-09 11:39:43,TRX/USDT,buy,,30,
2025-04-09 11:40:44,XRP/USDT,buy,,10,
2025-04-09 11:40:44,DOGE/USDT,buy,,10,
2025-04-09 11:40:45,TRX/USDT,buy,,40,
2025-04-09 11:41:32,XRP/USDT,buy,,10,
2025-04-09 11:41:32,DOGE/USDT,buy,,10,
2025-04-09 11:41:33,TRX/USDT,buy,,40,
2025-04-09 11:42:34,TRX/USDT,buy,,40,
2025-04-09 11:43:35,TRX/USDT,buy,,30,
2025-04-09 11:44:36,DOGE/USDT,buy,,10,
2025-04-09 11:44:37,TRX/USDT,buy,,30,
2025-04-09 11:45:13,TRX/USDT,buy,,30,
2025-04-09 11:46:14,TRX/USDT,buy,,20,
2025-04-09 11:47:16,TRX/USDT,buy,,20,
2025-04-09 11:48:16,XRP/USDT,buy,,20,
2025-04-09 11:48:17,DOGE/USDT,buy,,30,
2025-04-09 11:48:17,TRX/USDT,buy,,20,
2025-04-09 11:49:18,XRP/USDT,buy,,40,
2025-04-09 11:49:19,DOGE/USDT,buy,,40,
2025-04-09 11:49:19,TRX/USDT,buy,,30,
2025-04-09 11:51:37,XRP/USDT,buy,,40,
2025-04-09 11:51:37,DOGE/USDT,buy,,40,
2025-04-09 11:51:38,TRX/USDT,buy,,30,
2025-04-09 11:52:38,XRP/USDT,buy,,40,
2025-04-09 11:52:39,DOGE/USDT,buy,,40,
2025-04-09 11:52:40,TRX/USDT,buy,,30,
2025-04-09 11:53:40,XRP/USDT,buy,,30,
2025-04-09 11:53:41,DOGE/USDT,buy,,30,
2025-04-09 11:53:41,TRX/USDT,buy,,30,
2025-04-09 11:54:42,XRP/USDT,buy,,30,
2025-04-09 11:54:42,DOGE/USDT,buy,,30,
2025-04-09 11:54:43,TRX/USDT,buy,,30,
2025-04-09 11:55:44,XRP/USDT,buy,,30,
2025-04-09 11:55:44,DOGE/USDT,buy,,30,
2025-04-09 11:56:45,XRP/USDT,buy,,30,
2025-04-09 11:56:46,DOGE/USDT,buy,,30,
2025-04-09 11:56:46,TRX/USDT,buy,,30,
2025-04-09 11:57:47,XRP/USDT,buy,,30,
2025-04-09 11:57:48,DOGE/USDT,buy,,30,
2025-04-09 11:57:48,TRX/USDT,buy,,30,
2025-04-09 11:58:49,XRP/USDT,buy,,30,
2025-04-09 11:58:49,DOGE/USDT,buy,,30,
2025-04-09 11:58:50,TRX/USDT,buy,,30,
2025-04-09 11:59:50,XRP/USDT,buy,,30,
2025-04-09 11:59:51,DOGE/USDT,buy,,30,
2025-04-09 11:59:52,TRX/USDT,buy,,40,
2025-04-09 12:00:52,XRP/USDT,buy,,30,
2025-04-09 12:00:53,DOGE/USDT,buy,,30,
2025-04-09 12:00:53,TRX/USDT,buy,,30,
2025-04-09 12:01:54,XRP/USDT,buy,,30,
2025-04-09 12:01:55,DOGE/USDT,buy,,30,
2025-04-09 12:01:55,TRX/USDT,buy,,30,
2025-04-09 12:02:56,XRP/USDT,buy,,20,
2025-04-09 12:02:56,DOGE/USDT,buy,,30,
2025-04-09 12:02:57,TRX/USDT,buy,,30,
2025-04-09 12:03:58,TRX/USDT,buy,,20,
2025-04-09 12:05:02,XRP/USDT,sell,,10,
2025-04-09 12:05:03,DOGE/USDT,sell,,10,
2025-04-09 12:05:03,TRX/USDT,sell,,10,
2025-04-09 12:06:04,XRP/USDT,sell,,30,
2025-04-09 12:06:05,DOGE/USDT,sell,,10,
2025-04-09 12:06:05,TRX/USDT,sell,,10,
2025-04-09 12:07:06,DOGE/USDT,sell,,10,
2025-04-09 12:07:07,TRX/USDT,sell,,10,
2025-04-09 12:08:08,DOGE/USDT,sell,,10,
2025-04-09 12:08:08,TRX/USDT,sell,,10,
2025-04-09 12:09:09,DOGE/USDT,sell,,10,
2025-04-09 12:09:10,TRX/USDT,sell,,10,
2025-04-09 12:10:10,XRP/USDT,sell,,20,
2025-04-09 12:10:11,DOGE/USDT,sell,,30,
2025-04-09 12:10:12,TRX/USDT,sell,,30,
2025-04-09 12:11:12,DOGE/USDT,sell,,30,
2025-04-09 12:11:13,TRX/USDT,sell,,30,
2025-04-09 12:12:14,XRP/USDT,sell,,30,
2025-04-09 12:12:14,DOGE/USDT,sell,,30,
2025-04-09 12:12:15,TRX/USDT,sell,,30,
2025-04-09 12:13:16,XRP/USDT,sell,,20,
2025-04-09 12:13:16,DOGE/USDT,sell,,30,
2025-04-09 12:13:17,TRX/USDT,sell,,30,
2025-04-09 12:14:18,XRP/USDT,sell,,30,
2025-04-09 12:14:18,DOGE/USDT,sell,,30,
2025-04-09 12:14:19,TRX/USDT,sell,,30,
2025-04-09 12:15:19,XRP/USDT,sell,,30,
2025-04-09 12:15:20,DOGE/USDT,sell,,30,
2025-04-09 12:15:21,TRX/USDT,sell,,30,
2025-04-09 12:16:21,XRP/USDT,sell,,30,
2025-04-09 12:16:22,DOGE/USDT,sell,,30,
2025-04-09 12:16:22,TRX/USDT,sell,,30,
2025-04-09 12:17:23,XRP/USDT,sell,,30,
2025-04-09 12:17:23,DOGE/USDT,sell,,30,
2025-04-09 12:17:24,TRX/USDT,sell,,30,
2025-04-09 12:18:25,XRP/USDT,sell,,30,
2025-04-09 12:18:25,DOGE/USDT,sell,,10,
2025-04-09 12:19:26,XRP/USDT,sell,,30,
2025-04-09 12:19:27,DOGE/USDT,sell,,30,
2025-04-09 12:20:28,XRP/USDT,sell,,10,
2025-04-09 12:20:28,DOGE/USDT,sell,,10,
2025-04-09 12:21:29,XRP/USDT,sell,,30,
2025-04-09 12:21:30,DOGE/USDT,sell,,30,
2025-04-09 12:22:31,XRP/USDT,sell,,30,
2025-04-09 12:22:31,DOGE/USDT,sell,,30,
2025-04-09 12:26:22,TRX/USDT,buy,,10,
2025-04-09 12:27:23,XRP/USDT,sell,,30,
2025-04-09 12:29:25,XRP/USDT,buy,,10,
2025-04-09 12:29:25,DOGE/USDT,buy,,10,
2025-04-09 12:29:26,TRX/USDT,buy,,10,
2025-04-09 12:30:27,XRP/USDT,buy,,10,
2025-04-09 12:30:27,DOGE/USDT,buy,,10,
2025-04-09 12:30:28,TRX/USDT,buy,,10,
2025-04-09 12:31:29,XRP/USDT,sell,,10,
2025-04-09 12:31:29,DOGE/USDT,sell,,10,
2025-04-09 12:31:30,TRX/USDT,buy,,10,
2025-04-09 12:32:30,XRP/USDT,buy,,10,
2025-04-09 12:32:31,DOGE/USDT,buy,,10,
2025-04-09 12:32:32,TRX/USDT,buy,,40,
2025-04-09 12:33:32,XRP/USDT,buy,,20,
2025-04-09 12:33:33,DOGE/USDT,buy,,20,
2025-04-09 12:33:33,TRX/USDT,buy,,40,
2025-04-09 12:34:34,XRP/USDT,buy,,10,
2025-04-09 12:34:35,DOGE/USDT,buy,,10,
2025-04-09 12:34:35,TRX/USDT,buy,,40,
2025-04-09 12:35:36,XRP/USDT,buy,,10,
2025-04-09 12:35:37,DOGE/USDT,buy,,10,
2025-04-09 12:35:37,TRX/USDT,buy,,40,
2025-04-09 12:36:38,XRP/USDT,buy,,10,
2025-04-09 12:36:38,DOGE/USDT,buy,,10,
2025-04-09 12:36:39,TRX/USDT,buy,,30,
2025-04-09 12:37:40,TRX/USDT,buy,,10,
2025-04-09 12:38:41,XRP/USDT,buy,,10,
2025-04-09 12:38:42,TRX/USDT,buy,,30,
2025-04-09 12:39:42,XRP/USDT,buy,,20,
2025-04-09 12:39:43,DOGE/USDT,buy,,20,
2025-04-09 12:39:44,TRX/USDT,buy,,30,
2025-04-09 12:40:44,XRP/USDT,buy,,10,
2025-04-09 12:40:45,DOGE/USDT,buy,,10,
2025-04-09 12:40:45,TRX/USDT,buy,,30,
2025-04-09 12:41:46,XRP/USDT,buy,,40,
2025-04-09 12:41:47,DOGE/USDT,buy,,30,
2025-04-09 12:41:47,TRX/USDT,buy,,30,
2025-04-09 12:42:48,XRP/USDT,buy,,30,
2025-04-09 12:42:48,DOGE/USDT,buy,,10,
2025-04-09 12:42:49,TRX/USDT,buy,,30,
2025-04-09 12:43:49,XRP/USDT,buy,,30,
2025-04-09 12:43:50,DOGE/USDT,buy,,10,
2025-04-09 12:43:51,TRX/USDT,buy,,30,
2025-04-09 12:44:51,XRP/USDT,buy,,30,
2025-04-09 12:44:52,DOGE/USDT,buy,,30,
2025-04-09 12:44:52,TRX/USDT,buy,,30,
2025-04-09 12:45:53,XRP/USDT,buy,,20,
2025-04-09 12:45:54,DOGE/USDT,buy,,20,
2025-04-09 12:45:54,TRX/USDT,buy,,20,
2025-04-09 12:47:43,XRP/USDT,sell,,10,
2025-04-09 12:47:43,DOGE/USDT,sell,,10,
2025-04-09 12:48:44,XRP/USDT,sell,,10,
2025-04-09 12:48:45,DOGE/USDT,sell,,10,
2025-04-09 12:48:46,TRX/USDT,sell,,10,
2025-04-09 12:50:47,XRP/USDT,sell,,10,
2025-04-09 12:50:48,DOGE/USDT,sell,,10,
2025-04-09 12:50:48,TRX/USDT,sell,,10,
2025-04-09 12:51:49,XRP/USDT,sell,,10,
2025-04-09 12:51:50,TRX/USDT,sell,,10,
2025-04-09 12:52:50,XRP/USDT,sell,,10,
2025-04-09 12:52:51,TRX/USDT,sell,,10,
2025-04-09 12:53:53,TRX/USDT,sell,,10,
2025-04-09 12:56:55,XRP/USDT,buy,,10,
2025-04-09 12:56:56,DOGE/USDT,buy,,10,
2025-04-09 12:57:56,XRP/USDT,buy,,10,
2025-04-09 12:57:57,DOGE/USDT,buy,,10,
2025-04-09 12:58:58,XRP/USDT,buy,,10,
2025-04-09 12:58:58,DOGE/USDT,buy,,10,
2025-04-09 12:58:59,TRX/USDT,buy,,10,
2025-04-09 13:00:00,XRP/USDT,buy,,10,
2025-04-09 13:00:00,DOGE/USDT,buy,,10,
2025-04-09 13:01:01,XRP/USDT,buy,,30,
2025-04-09 13:01:02,DOGE/USDT,buy,,10,
2025-04-09 13:02:03,XRP/USDT,buy,,30,
2025-04-09 13:02:03,DOGE/USDT,buy,,30,
2025-04-09 13:04:05,XRP/USDT,buy,,20,
2025-04-09 13:04:06,TRX/USDT,sell,,10,
2025-04-09 13:04:57,XRP/USDT,buy,,20,
2025-04-09 13:04:58,TRX/USDT,sell,,10,
2025-04-09 13:05:59,DOGE/USDT,sell,,10,
2025-04-09 13:06:00,TRX/USDT,sell,,10,
2025-04-09 13:07:01,DOGE/USDT,sell,,10,
2025-04-09 13:09:07,XRP/USDT,sell,,10,
2025-04-09 13:09:07,DOGE/USDT,sell,,30,
2025-04-09 13:09:08,TRX/USDT,sell,,10,
2025-04-09 13:10:09,XRP/USDT,sell,,30,
2025-04-09 13:10:10,DOGE/USDT,sell,,30,
2025-04-09 13:10:10,TRX/USDT,sell,,30,
2025-04-09 13:11:07,XRP/USDT,sell,,30,
2025-04-09 13:11:08,DOGE/USDT,sell,,30,
2025-04-09 13:11:09,TRX/USDT,sell,,30,
2025-04-09 13:12:09,XRP/USDT,sell,,30,
2025-04-09 13:12:10,DOGE/USDT,sell,,30,
2025-04-09 13:12:10,TRX/USDT,sell,,30,
2025-04-09 13:13:11,XRP/USDT,sell,,30,
2025-04-09 13:13:12,DOGE/USDT,sell,,40,
2025-04-09 13:13:12,TRX/USDT,sell,,30,
2025-04-09 13:14:13,XRP/USDT,sell,,30,
2025-04-09 13:14:14,DOGE/USDT,sell,,30,
2025-04-09 13:14:14,TRX/USDT,sell,,40,
2025-04-09 13:15:15,XRP/USDT,sell,,30,
2025-04-09 13:15:16,DOGE/USDT,sell,,30,
2025-04-09 13:15:17,TRX/USDT,sell,,30,
2025-04-09 13:16:17,XRP/USDT,sell,,30,
2025-04-09 13:16:18,DOGE/USDT,sell,,30,
2025-04-09 13:16:18,TRX/USDT,sell,,30,
2025-04-09 13:17:19,XRP/USDT,sell,,30,
2025-04-09 13:17:20,DOGE/USDT,sell,,30,
2025-04-09 13:17:20,TRX/USDT,sell,,20,
2025-04-09 13:18:21,XRP/USDT,sell,,30,
2025-04-09 13:18:21,DOGE/USDT,sell,,30,
2025-04-09 13:19:23,DOGE/USDT,sell,,20,
2025-04-09 13:20:23,XRP/USDT,buy,,10,
2025-04-09 13:23:04,DOGE/USDT,sell,,20,
2025-04-09 13:24:06,XRP/USDT,buy,,10,
2025-04-09 13:24:06,DOGE/USDT,buy,,10,
2025-04-09 13:24:07,TRX/USDT,buy,,10,
2025-04-09 13:25:08,XRP/USDT,buy,,10,
2025-04-09 13:25:08,DOGE/USDT,buy,,10,
2025-04-09 13:25:09,TRX/USDT,buy,,10,
2025-04-09 13:26:09,XRP/USDT,buy,,10,
2025-04-09 13:26:10,DOGE/USDT,buy,,10,
2025-04-09 13:30:40,XRP/USDT,buy,,30,
2025-04-09 13:31:42,TRX/USDT,sell,,20,
2025-04-09 13:32:43,TRX/USDT,sell,,20,
2025-04-09 13:33:44,TRX/USDT,sell,,40,
2025-04-09 13:34:46,TRX/USDT,sell,,20,
2025-04-09 13:35:46,XRP/USDT,sell,,20,
2025-04-09 13:35:47,DOGE/USDT,sell,,20,
2025-04-09 13:35:47,TRX/USDT,sell,,40,
2025-04-09 13:38:04,XRP/USDT,sell,,30,
2025-04-09 13:39:05,XRP/USDT,sell,,30,
2025-04-09 13:40:07,XRP/USDT,sell,,30,
2025-04-09 13:40:08,TRX/USDT,sell,,30,
2025-04-09 13:42:09,XRP/USDT,sell,,30,
2025-04-09 13:53:29,TRX/USDT,buy,,20,
2025-04-09 14:01:08,XRP/USDT,sell,,30,
2025-04-09 14:01:08,DOGE/USDT,sell,,30,
2025-04-09 14:02:09,XRP/USDT,sell,,40,
2025-04-09 14:02:10,DOGE/USDT,sell,,40,
2025-04-09 14:02:11,TRX/USDT,sell,,20,
2025-04-09 14:03:12,XRP/USDT,sell,,40,
2025-04-09 14:03:13,TRX/USDT,sell,,20,
2025-04-09 14:04:14,XRP/USDT,sell,,40,
2025-04-09 14:04:14,DOGE/USDT,sell,,20,
2025-04-09 14:04:15,TRX/USDT,sell,,20,
2025-04-09 14:05:15,XRP/USDT,sell,,30,
2025-04-09 14:05:16,DOGE/USDT,sell,,30,
2025-04-09 14:05:17,TRX/USDT,sell,,30,
2025-04-09 14:06:17,XRP/USDT,sell,,30,
2025-04-09 14:06:19,TRX/USDT,sell,,30,
2025-04-09 14:18:11,XRP/USDT,buy,,30,
2025-04-09 14:18:12,DOGE/USDT,buy,,30,
2025-04-09 14:18:12,TRX/USDT,buy,,30,
2025-04-09 14:19:13,XRP/USDT,buy,,40,
2025-04-09 14:19:14,DOGE/USDT,buy,,40,
2025-04-09 14:19:14,TRX/USDT,buy,,40,
2025-04-09 14:21:16,XRP/USDT,sell,,20,
2025-04-09 14:21:17,DOGE/USDT,sell,,20,
2025-04-09 14:21:17,TRX/USDT,sell,,20,
2025-04-09 14:22:18,DOGE/USDT,sell,,20,
2025-04-09 14:22:19,TRX/USDT,sell,,40,
2025-04-09 14:23:24,XRP/USDT,sell,,40,
2025-04-09 14:23:25,DOGE/USDT,sell,,40,
2025-04-09 14:23:26,TRX/USDT,sell,,40,
2025-04-09 14:24:26,XRP/USDT,sell,,40,
2025-04-09 14:24:27,DOGE/USDT,sell,,40,
2025-04-09 14:24:28,TRX/USDT,sell,,40,
2025-04-09 14:25:29,XRP/USDT,sell,,40,
2025-04-09 14:25:30,DOGE/USDT,sell,,40,
2025-04-09 14:25:31,TRX/USDT,sell,,40,
2025-04-09 14:26:32,XRP/USDT,sell,,40,
2025-04-09 14:26:32,DOGE/USDT,sell,,40,
2025-04-09 14:26:33,TRX/USDT,sell,,30,
2025-04-09 14:27:34,XRP/USDT,sell,,30,
2025-04-09 14:27:34,DOGE/USDT,sell,,40,
2025-04-09 14:27:35,TRX/USDT,sell,,30,
2025-04-09 14:28:35,XRP/USDT,sell,,30,
2025-04-09 14:28:36,DOGE/USDT,sell,,30,
2025-04-09 14:28:37,TRX/USDT,sell,,30,
2025-04-09 14:29:38,XRP/USDT,sell,,30,
2025-04-09 14:29:39,DOGE/USDT,sell,,30,
2025-04-09 14:29:40,TRX/USDT,sell,,30,
2025-04-09 14:30:40,XRP/USDT,sell,,30,
2025-04-09 14:30:41,DOGE/USDT,sell,,30,
2025-04-09 14:30:42,TRX/USDT,sell,,30,
2025-04-09 14:31:42,XRP/USDT,sell,,30,
2025-04-09 14:31:44,DOGE/USDT,sell,,30,
2025-04-09 14:31:44,TRX/USDT,sell,,30,
2025-04-09 14:37:39,DOGE/USDT,sell,,30,
2025-04-09 14:38:41,DOGE/USDT,sell,,30,
2025-04-09 14:45:00,TRX/USDT,buy,,30,
2025-04-09 14:46:01,TRX/USDT,buy,,30,
2025-04-09 14:58:42,DOGE/USDT,sell,,30,
2025-04-09 14:59:55,DOGE/USDT,sell,,40,
2025-04-09 15:12:28,TRX/USDT,sell,,20,
2025-04-09 15:14:30,DOGE/USDT,sell,,20,
2025-04-09 15:14:31,TRX/USDT,sell,,30,
2025-04-09 15:21:38,DOGE/USDT,sell,,30,
2025-04-09 15:22:39,DOGE/USDT,sell,,40,
2025-04-09 15:23:40,DOGE/USDT,sell,,40,
2025-04-09 15:23:41,TRX/USDT,sell,,20,
2025-04-09 15:23:51,DOGE/USDT,sell,,40,
2025-04-09 15:23:51,TRX/USDT,sell,,20,
2025-04-09 15:24:54,DOGE/USDT,sell,,30,
2025-04-09 15:24:55,TRX/USDT,sell,,20,
2025-04-09 15:25:57,DOGE/USDT,sell,,30,
2025-04-09 15:25:57,TRX/USDT,sell,,20,
2025-04-09 15:30:01,TRX/USDT,sell,,30,
2025-04-09 18:50:47,DOGE/USDT,sell,,30,
2025-04-09 18:52:51,XRP/USDT,sell,,20,
2025-04-09 18:52:52,DOGE/USDT,sell,,30,
2025-04-09 18:52:54,XRP/USDT,sell,,20,
2025-04-09 18:52:55,DOGE/USDT,sell,,30,
2025-04-09 18:53:29,XRP/USDT,sell,,30,
2025-04-09 18:53:29,DOGE/USDT,sell,,30,
2025-04-09 18:53:38,XRP/USDT,sell,,30,
2025-04-09 18:53:38,DOGE/USDT,sell,,30,
2025-04-09 18:53:53,XRP/USDT,sell,,30,
2025-04-09 18:53:53,DOGE/USDT,sell,,30,
2025-04-09 18:53:56,XRP/USDT,sell,,30,
2025-04-09 18:53:56,DOGE/USDT,sell,,30,
2025-04-09 18:54:30,XRP/USDT,sell,,40,
2025-04-09 18:54:31,DOGE/USDT,sell,,30,
2025-04-09 18:54:40,XRP/USDT,sell,,40,
2025-04-09 18:54:40,DOGE/USDT,sell,,30,
2025-04-09 18:54:54,XRP/USDT,sell,,40,
2025-04-09 18:54:55,DOGE/USDT,sell,,30,
2025-04-09 18:54:57,XRP/USDT,sell,,40,
2025-04-09 18:54:58,DOGE/USDT,sell,,30,
2025-04-09 18:55:32,XRP/USDT,sell,,40,
2025-04-09 18:55:33,DOGE/USDT,sell,,30,
2025-04-09 18:55:41,XRP/USDT,sell,,40,
2025-04-09 18:55:42,DOGE/USDT,sell,,30,
2025-04-09 18:55:56,XRP/USDT,sell,,40,
2025-04-09 18:55:57,DOGE/USDT,sell,,30,
2025-04-09 18:55:59,XRP/USDT,sell,,40,
2025-04-09 18:56:00,DOGE/USDT,sell,,30,
2025-04-09 18:56:34,XRP/USDT,sell,,30,
2025-04-09 18:56:35,DOGE/USDT,sell,,30,
2025-04-09 18:56:43,XRP/USDT,sell,,30,
2025-04-09 18:56:43,DOGE/USDT,sell,,30,
